-2.3756,17.6491,0.0000
-2.3726,17.5891,0.0000
-2.3707,17.5234,0.0000
-2.3699,17.4493,0.0000
-2.3706,17.3642,0.0000
-2.3730,17.2655,0.0000
-2.3772,17.1506,0.0000
-2.3834,17.0168,0.0000
-2.3920,16.8617,0.0000
-2.4030,16.6825,0.0000
-2.4167,16.4766,0.0000
-2.4333,16.2415,0.0000
-2.4529,15.9745,0.0000
-2.4758,15.6742,0.0000
-2.5017,15.3431,0.0000
-2.5303,14.9840,0.0000
-2.5613,14.6000,0.0000
-2.5944,14.1939,0.0000
-2.6294,13.7688,0.0000
-2.6660,13.3276,0.0000
-2.7039,12.8734,0.0000
-2.7428,12.4089,0.0000
-2.7825,11.9373,0.0000
-2.8227,11.4615,0.0000
-2.8631,10.9845,0.0000
-2.9034,10.5092,0.0000
-2.9433,10.0386,0.0000
-2.9826,9.5756,0.0000
-3.0210,9.1233,0.0000
-3.0582,8.6845,0.0000
-3.0940,8.2623,0.0000
-3.1280,7.8597,0.0000
-3.1600,7.4793,0.0000
-3.1900,7.1213,0.0000
-3.2180,6.7845,0.0000
-3.2440,6.4678,0.0000
-3.2683,6.1699,0.0000
-3.2908,5.8896,0.0000
-3.3115,5.6258,0.0000
-3.3307,5.3772,0.0000
-3.3483,5.1425,0.0000
-3.3644,4.9207,0.0000
-3.3791,4.7105,0.0000
-3.3925,4.5107,0.0000
-3.4045,4.3200,0.0000
-3.4154,4.1373,0.0000
-3.4251,3.9614,0.0000
-3.4338,3.7911,0.0000
-3.4415,3.6251,0.0000
-3.4482,3.4623,0.0000
-3.4541,3.3015,0.0000
-3.4592,3.1414,0.0000
-3.4634,2.9814,0.0000
-3.4663,2.8219,0.0000
-3.4675,2.6632,0.0000
-3.4665,2.5058,0.0000
-3.4629,2.3500,0.0000
-3.4564,2.1961,0.0000
-3.4464,2.0447,0.0000
-3.4327,1.8960,0.0000
-3.4146,1.7504,0.0000
-3.3919,1.6084,0.0000
-3.3640,1.4703,0.0000
-3.3307,1.3365,0.0000
-3.2914,1.2074,0.0000
-3.2457,1.0833,0.0000
-3.1932,0.9647,0.0000
-3.1336,0.8520,0.0000
-3.0662,0.7454,0.0000
-2.9909,0.6455,0.0000
-2.9070,0.5526,0.0000
-2.8144,0.4669,0.0000
-2.7133,0.3883,0.0000
-2.6044,0.3165,0.0000
-2.4881,0.2512,0.0000
-2.3650,0.1919,0.0000
-2.2356,0.1385,0.0000
-2.1005,0.0905,0.0000
-1.9602,0.0476,0.0000
-1.8153,0.0096,0.0000
-1.6662,-0.0240,0.0000
-1.5135,-0.0533,0.0000
-1.3578,-0.0789,0.0000
-1.1996,-0.1009,0.0000
-1.0394,-0.1197,0.0000
-0.8777,-0.1357,0.0000
-0.7152,-0.1491,0.0000
-0.5523,-0.1603,0.0000
-0.3895,-0.1696,0.0000
-0.2275,-0.1774,0.0000
-0.0667,-0.1838,0.0000
0.0926,-0.1893,0.0000
0.2505,-0.1939,0.0000
0.4070,-0.1977,0.0000
0.5621,-0.2009,0.0000
0.7158,-0.2036,0.0000
0.8682,-0.2059,0.0000
1.0193,-0.2080,0.0000
1.1691,-0.2100,0.0000
1.3177,-0.2120,0.0000
1.4650,-0.2142,0.0000
1.6112,-0.2167,0.0000
1.7562,-0.2196,0.0000
1.9000,-0.2230,0.0000
2.0428,-0.2271,0.0000
2.1845,-0.2321,0.0000
2.3251,-0.2380,0.0000
2.4646,-0.2450,0.0000
2.6032,-0.2532,0.0000
2.7408,-0.2627,0.0000
2.8774,-0.2736,0.0000
3.0128,-0.2854,0.0000
3.1467,-0.2978,0.0000
3.2788,-0.3104,0.0000
3.4089,-0.3226,0.0000
3.5367,-0.3342,0.0000
3.6621,-0.3446,0.0000
3.7847,-0.3535,0.0000
3.9043,-0.3605,0.0000
4.0206,-0.3651,0.0000
4.1334,-0.3669,0.0000
4.2425,-0.3655,0.0000
4.3475,-0.3605,0.0000
4.4482,-0.3515,0.0000
4.5444,-0.3380,0.0000
4.6359,-0.3197,0.0000
4.7223,-0.2961,0.0000
4.8034,-0.2668,0.0000
4.8790,-0.2314,0.0000
4.9488,-0.1895,0.0000
5.0132,-0.1406,0.0000
5.0723,-0.0844,0.0000
5.1268,-0.0206,0.0000
5.1768,0.0513,0.0000
5.2230,0.1317,0.0000
5.2656,0.2208,0.0000
5.3050,0.3192,0.0000
5.3416,0.4272,0.0000
5.3759,0.5452,0.0000
5.4083,0.6735,0.0000
5.4390,0.8126,0.0000
5.4686,0.9628,0.0000
5.4974,1.1245,0.0000
5.5259,1.2980,0.0000
5.5543,1.4839,0.0000
5.5832,1.6824,0.0000
5.6128,1.8940,0.0000
5.6437,2.1189,0.0000
5.6762,2.3576,0.0000
5.7104,2.6092,0.0000
5.7458,2.8711,0.0000
5.7823,3.1404,0.0000
5.8194,3.4146,0.0000
5.8567,3.6908,0.0000
5.8939,3.9663,0.0000
5.9307,4.2385,0.0000
5.9665,4.5046,0.0000
6.0012,4.7618,0.0000
6.0343,5.0075,0.0000
6.0655,5.2389,0.0000
6.0943,5.4533,0.0000
6.1205,5.6479,0.0000
6.1437,5.8201,0.0000
6.1635,5.9670,0.0000
6.1795,6.0861,0.0000
6.1914,6.1745,0.0000
6.1988,6.2296,0.0000
6.2013,6.2485,0.0000
